top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
10,u007,u007_q019,task,task_status,那个类似案例阅读的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u007_m018|u007_m054|u007_m034|u007_m001|u007_m002|u007_m065|u007_m017|u007_m005|u007_m050|u007_m029,u007_e005|u007_e014|u007_e009|u007_e001|u007_e001|u007_e017|u007_e005|u007_e002|u007_e013|u007_e008,status_update|todo|todo|todo|todo|todo|todo|todo|status_update|status_update,0.605923|0.605171|0.574928|0.567136|0.566668|0.506382|0.506153|0.498108|0.489008|0.488146,u007_m065|u007_m001,u007_e017|u007_e001,1.0,0.45284802894985104,0.0,1.0,,,,,161
1,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u007_m056,u007_e014,fact,1.0,,,1.0,1.0,0.0,,,,,,29
1,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u007_m042,u007_e011,profile,0.083333,,,1.0,1.0,0.0,,,,,,14
1,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u007_m056,u007_e014,fact,0.45,,,1.0,1.0,0.0,,,,,,29
1,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u007_m057,u007_e015,preference,0.251699,,,1.0,1.0,0.0,,,,,,18
3,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u007_m056|u007_m060|u007_m064,u007_e014|u007_e015|u007_e016,fact|fact|fact,1.0|1.0|1.0,,,1.0,1.0,0.0,,,,,,87
3,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u007_m042|u007_m007|u007_m021,u007_e011|u007_e002|u007_e006,profile|preference|todo,0.083333|0.047619|0.047619,,,1.0,1.0,0.0,,,,,,38
3,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u007_m056|u007_m060|u007_m064,u007_e014|u007_e015|u007_e016,fact|fact|fact,0.45|0.45|0.45,,,1.0,1.0,0.0,,,,,,87
3,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u007_m057|u007_m042|u007_m058,u007_e015|u007_e011|u007_e015,preference|profile|todo,0.251699|0.233505|0.231986,,,1.0,1.0,0.0,,,,,,46
5,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u007_m056|u007_m060|u007_m064|u007_m072|u007_m071,u007_e014|u007_e015|u007_e016|u007_e018|u007_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,,,1.0,1.0,0.0,,,,,,125
5,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u007_m042|u007_m007|u007_m021|u007_m023|u007_m037,u007_e011|u007_e002|u007_e006|u007_e006|u007_e010,profile|preference|todo|dependency|dependency,0.083333|0.047619|0.047619|0.047619|0.045455,,,1.0,1.0,0.0,,,,,,60
5,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u007_m056|u007_m060|u007_m064|u007_m072|u007_m071,u007_e014|u007_e015|u007_e016|u007_e018|u007_e018,fact|fact|fact|fact|fact,0.45|0.45|0.45|0.45|0.448502,,,1.0,1.0,0.0,,,,,,125
5,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u007_m057|u007_m042|u007_m058|u007_m059|u007_m060,u007_e015|u007_e011|u007_e015|u007_e015|u007_e015,preference|profile|todo|preference|fact,0.251699|0.233505|0.231986|0.229518|0.177583,,,1.0,1.0,0.0,,,,,,89
10,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u007_m056|u007_m060|u007_m064|u007_m072|u007_m071|u007_m070|u007_m069|u007_m063|u007_m062|u007_m061,u007_e014|u007_e015|u007_e016|u007_e018|u007_e018|u007_e018|u007_e018|u007_e016|u007_e016|u007_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,,,1.0,1.0,0.0,,,,,,200
10,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u007_m042|u007_m007|u007_m021|u007_m023|u007_m037|u007_m008|u007_m039|u007_m058|u007_m006|u007_m057,u007_e011|u007_e002|u007_e006|u007_e006|u007_e010|u007_e002|u007_e010|u007_e015|u007_e002|u007_e015,profile|preference|todo|dependency|dependency|fact|constraint|todo|todo|preference,0.083333|0.047619|0.047619|0.047619|0.045455|0.043478|0.043478|0.043478|0.04|0.04,,,1.0,1.0,0.0,,,,,,133
10,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u007_m056|u007_m060|u007_m064|u007_m072|u007_m071|u007_m070|u007_m069|u007_m058|u007_m057|u007_m063,u007_e014|u007_e015|u007_e016|u007_e018|u007_e018|u007_e018|u007_e018|u007_e015|u007_e015|u007_e016,fact|fact|fact|fact|fact|constraint|todo|todo|preference|todo,0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.441572|0.439485|0.426629,,,1.0,1.0,0.0,,,,,,202
10,u007,u007_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u007_m057|u007_m042|u007_m058|u007_m059|u007_m060|u007_m005|u007_m007|u007_m006|u007_m073|u007_m037,u007_e015|u007_e011|u007_e015|u007_e015|u007_e015|u007_e002|u007_e002|u007_e002|u007_e019|u007_e010,preference|profile|todo|preference|fact|todo|preference|todo|preference|dependency,0.251699|0.233505|0.231986|0.229518|0.177583|0.166293|0.156628|0.149776|0.147284|0.14373,,,1.0,1.0,0.0,,,,,,160
1,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_only,u008_m056,u008_e014,fact,1.0,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,29
1,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,similarity_only,u008_m017,u008_e005,todo,0.2,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,1.0,,0.0,9
1,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_similarity_hybrid,u008_m070,u008_e018,constraint,0.521649,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,21
1,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,proposed_TMT_decay_event_memory,u008_m002,u008_e001,todo,0.576605,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.0,,0.0,16
3,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_only,u008_m056|u008_m060|u008_m064,u008_e014|u008_e015|u008_e016,fact|fact|fact,1.0|1.0|1.0,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,87
3,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,similarity_only,u008_m017|u008_m020|u008_m035,u008_e005|u008_e005|u008_e009,todo|todo|constraint,0.2|0.181818|0.181818,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,35
3,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_similarity_hybrid,u008_m070|u008_m054|u008_m053,u008_e018|u008_e014|u008_e014,constraint|todo|constraint,0.521649|0.491962|0.488658,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,61
3,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,proposed_TMT_decay_event_memory,u008_m002|u008_m054|u008_m001,u008_e001|u008_e014|u008_e001,todo|todo|todo,0.576605|0.562681|0.551399,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.6666666666666666,0.7636451603657846,1.0,0.6666666666666666,,0.0,,0.0,54
5,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,125
5,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,similarity_only,u008_m017|u008_m020|u008_m035|u008_m003|u008_m067,u008_e005|u008_e005|u008_e009|u008_e001|u008_e017,todo|todo|constraint|fact|fact,0.2|0.181818|0.181818|0.173913|0.173913,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,62
5,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_similarity_hybrid,u008_m070|u008_m054|u008_m053|u008_m049|u008_m056,u008_e018|u008_e014|u008_e014|u008_e013|u008_e014,constraint|todo|constraint|preference|fact,0.521649|0.491962|0.488658|0.451233|0.45,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,94
5,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,proposed_TMT_decay_event_memory,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009,todo|todo|todo|constraint|todo,0.576605|0.562681|0.551399|0.550568|0.540284,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,91
10,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m070|u008_m069|u008_m063|u008_m062|u008_m061,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018|u008_e018|u008_e016|u008_e016|u008_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,200
10,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,similarity_only,u008_m017|u008_m020|u008_m035|u008_m003|u008_m067|u008_m018|u008_m033|u008_m065|u008_m002|u008_m019,u008_e005|u008_e005|u008_e009|u008_e001|u008_e017|u008_e005|u008_e009|u008_e017|u008_e001|u008_e005,todo|todo|constraint|fact|fact|status_update|dependency|todo|todo|fact,0.2|0.181818|0.181818|0.173913|0.173913|0.166667|0.166667|0.166667|0.16|0.16,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.3333333333333333,0.15325339954248823,0.0,0.3333333333333333,,0.5,,0.0,141
10,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,recency_similarity_hybrid,u008_m070|u008_m054|u008_m053|u008_m049|u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m069,u008_e018|u008_e014|u008_e014|u008_e013|u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018,constraint|todo|constraint|preference|fact|fact|fact|fact|fact|todo,0.521649|0.491962|0.488658|0.451233|0.45|0.45|0.45|0.45|0.448502|0.448129,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,205
10,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,proposed_TMT_decay_event_memory,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034|u008_m033|u008_m070|u008_m018|u008_m035|u008_m050,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009|u008_e009|u008_e018|u008_e005|u008_e009|u008_e013,todo|todo|todo|constraint|todo|dependency|constraint|status_update|constraint|status_update,0.576605|0.562681|0.551399|0.550568|0.540284|0.486842|0.473801|0.46937|0.45325|0.429498,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,178
1,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u008_m056,u008_e014,fact,1.0,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u008_m045,u008_e012,preference,0.096774,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4
1,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u008_m056,u008_e014,fact,0.45,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u008_m034,u008_e009,todo,0.483617,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19
3,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u008_m056|u008_m060|u008_m064,u008_e014|u008_e015|u008_e016,fact|fact|fact,1.0|1.0|1.0,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u008_m045|u008_m049|u008_m001,u008_e012|u008_e013|u008_e001,preference|preference|todo,0.096774|0.027027|0.0,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25
3,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u008_m056|u008_m060|u008_m064,u008_e014|u008_e015|u008_e016,fact|fact|fact,0.45|0.45|0.45,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u008_m034|u008_m002|u008_m054,u008_e009|u008_e001|u008_e014,todo|todo|todo,0.483617|0.481805|0.469604,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,57
5,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125
5,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u008_m045|u008_m049|u008_m001|u008_m002|u008_m003,u008_e012|u008_e013|u008_e001|u008_e001|u008_e001,preference|preference|todo|todo|fact,0.096774|0.027027|0.0|0.0|0.0,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.2713288101595817,0.0,0.5,0.0,0.0,,0.0,55
5,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018,fact|fact|fact|fact|fact,0.45|0.45|0.45|0.45|0.448502,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125
5,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,91
10,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m070|u008_m069|u008_m063|u008_m062|u008_m061,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018|u008_e018|u008_e016|u008_e016|u008_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.07000066525132136,0.0,0.5,0.0,0.0,,1.0,200
10,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u008_m045|u008_m049|u008_m001|u008_m002|u008_m003|u008_m004|u008_m005|u008_m006|u008_m007|u008_m008,u008_e012|u008_e013|u008_e001|u008_e001|u008_e001|u008_e001|u008_e002|u008_e002|u008_e002|u008_e002,preference|preference|todo|todo|fact|preference|todo|todo|preference|fact,0.096774|0.027027|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.2713288101595817,0.0,0.5,0.0,0.0,,0.0,114
10,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m070|u008_m069|u008_m049|u008_m045|u008_m063,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018|u008_e018|u008_e013|u008_e012|u008_e016,fact|fact|fact|fact|fact|constraint|todo|preference|preference|todo,0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.430614|0.427847|0.426629,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.07000066525132136,0.0,0.5,0.0,0.0,,1.0,179
10,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053|u008_m070|u008_m069|u008_m050|u008_m033|u008_m025,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014|u008_e018|u008_e018|u008_e013|u008_e009|u008_e007,todo|todo|todo|todo|constraint|constraint|todo|status_update|dependency|todo,0.483617|0.481805|0.469604|0.459918|0.459087|0.436468|0.43245|0.429498|0.423509|0.422753,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.4674901875430098,0.0,1.0,0.0,0.0,,0.0,179
1,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_only,u008_m056,u008_e014,fact,1.0,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,similarity_only,u008_m007,u008_e002,preference,0.210526,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12
1,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_similarity_hybrid,u008_m058,u008_e015,todo,0.52242,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15
1,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,proposed_TMT_decay_event_memory,u008_m058,u008_e015,todo,0.500221,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15
3,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_only,u008_m056|u008_m060|u008_m064,u008_e014|u008_e015|u008_e016,fact|fact|fact,1.0|1.0|1.0,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,similarity_only,u008_m007|u008_m021|u008_m023,u008_e002|u008_e006|u008_e006,preference|todo|dependency,0.210526|0.210526|0.210526,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.3333333333333333,0.19004688335796713,0.0,0.0,1.0,1.0,,0.0,33
3,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_similarity_hybrid,u008_m058|u008_m057|u008_m056,u008_e015|u008_e015|u008_e014,todo|preference|fact,0.52242|0.513137|0.45,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,60
3,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,proposed_TMT_decay_event_memory,u008_m058|u008_m038|u008_m054,u008_e015|u008_e010|u008_e014,todo|todo|todo,0.500221|0.474317|0.473389,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.3333333333333333,0.23981246656813146,0.0,0.5,0.0,0.0,,0.0,56
5,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125
5,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,similarity_only,u008_m007|u008_m021|u008_m023|u008_m037|u008_m008,u008_e002|u008_e006|u008_e006|u008_e010|u008_e002,preference|todo|dependency|dependency|fact,0.210526|0.210526|0.210526|0.2|0.190476,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.3333333333333333,0.19004688335796713,0.0,0.0,1.0,1.0,,0.0,59
5,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_similarity_hybrid,u008_m058|u008_m057|u008_m056|u008_m060|u008_m064,u008_e015|u008_e015|u008_e014|u008_e015|u008_e016,todo|preference|fact|fact|fact,0.52242|0.513137|0.45|0.45|0.45,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,118
5,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,proposed_TMT_decay_event_memory,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002,todo|todo|todo|todo|todo,0.500221|0.474317|0.473389|0.472134|0.461327,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,86
10,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_only,u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m070|u008_m069|u008_m063|u008_m062|u008_m061,u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018|u008_e018|u008_e016|u008_e016|u008_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,200
10,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,similarity_only,u008_m007|u008_m021|u008_m023|u008_m037|u008_m008|u008_m039|u008_m058|u008_m006|u008_m057|u008_m005,u008_e002|u008_e006|u008_e006|u008_e010|u008_e002|u008_e010|u008_e015|u008_e002|u008_e015|u008_e002,preference|todo|dependency|dependency|fact|constraint|todo|todo|preference|todo,0.210526|0.210526|0.210526|0.2|0.190476|0.190476|0.190476|0.173913|0.173913|0.16,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.35485449134834707,0.0,0.5,1.0,0.25,,0.0,134
10,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,recency_similarity_hybrid,u008_m058|u008_m057|u008_m056|u008_m060|u008_m064|u008_m072|u008_m071|u008_m070|u008_m069|u008_m063,u008_e015|u008_e015|u008_e014|u008_e015|u008_e016|u008_e018|u008_e018|u008_e018|u008_e018|u008_e016,todo|preference|fact|fact|fact|fact|fact|constraint|todo|todo,0.52242|0.513137|0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.426629,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,202
10,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,proposed_TMT_decay_event_memory,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006|u008_m037|u008_m002|u008_m022|u008_m053|u008_m034,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002|u008_e010|u008_e001|u008_e006|u008_e014|u008_e009,todo|todo|todo|todo|todo|dependency|todo|status_update|constraint|todo,0.500221|0.474317|0.473389|0.472134|0.461327|0.448492|0.436843|0.434675|0.428876|0.423961,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,168
1,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u008_m056,u008_e014,fact,1.0,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,29
1,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u008_m049,u008_e013,preference,0.09375,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,5
1,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u008_m049,u008_e013,preference,0.467311,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,5
1,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u008_m005,u008_e002,todo,0.474,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.0,,0.0,15
3,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u008_m056|u008_m060|u008_m064,u008_e014|u008_e015|u008_e016,fact|fact|fact,1.0|1.0|1.0,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,87
3,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u008_m049|u008_m045|u008_m001,u008_e013|u008_e012|u008_e001,preference|preference|todo,0.09375|0.068966|0.0,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.19004688335796713,0.0,0.3333333333333333,,0.0,,1.0,25
