top_k,ablation,user_id,query_id,query_mode,query_subtype,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
5,full_qca,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009,todo|todo|todo|constraint|todo,0.576605|0.562681|0.551399|0.550568|0.540284,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,91
5,wo_tmt,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m001|u008_m002|u008_m054|u008_m034|u008_m069,u008_e001|u008_e001|u008_e014|u008_e009|u008_e018,todo|todo|todo|todo|todo,0.654175|0.646053|0.63465|0.606107|0.552133,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,87
5,wo_decay,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m018|u008_m054|u008_m001|u008_m053,u008_e001|u008_e005|u008_e014|u008_e001|u008_e014,todo|status_update|todo|todo|constraint,0.576605|0.569027|0.562681|0.551399|0.540655,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.6666666666666666,0.7283528197476834,1.0,0.6666666666666666,,0.0,,0.0,88
5,wo_compatibility,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m053|u008_m002|u008_m049|u008_m070|u008_m033,u008_e014|u008_e001|u008_e013|u008_e018|u008_e009,constraint|todo|preference|constraint|dependency,0.469568|0.396605|0.394678|0.392801|0.387842,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.3333333333333333,0.3212043018970804,0.0,0.3333333333333333,,0.0,,0.0,78
5,wo_domain,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m053,u008_e001|u008_e014|u008_e009|u008_e001|u008_e014,todo|todo|todo|todo|constraint,0.493272|0.479347|0.473617|0.468066|0.467235,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8980517442734133,1.0,1.0,,0.0,,0.0,91
5,wo_penalty,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009,todo|todo|todo|constraint|todo,0.576605|0.562681|0.551399|0.550568|0.540284,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,91
10,full_qca,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034|u008_m033|u008_m070|u008_m018|u008_m035|u008_m050,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009|u008_e009|u008_e018|u008_e005|u008_e009|u008_e013,todo|todo|todo|constraint|todo|dependency|constraint|status_update|constraint|status_update,0.576605|0.562681|0.551399|0.550568|0.540284|0.486842|0.473801|0.46937|0.45325|0.429498,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,178
10,wo_tmt,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m001|u008_m002|u008_m054|u008_m034|u008_m069|u008_m053|u008_m009|u008_m005|u008_m033|u008_m070,u008_e001|u008_e001|u008_e014|u008_e009|u008_e018|u008_e014|u008_e003|u008_e002|u008_e009|u008_e018,todo|todo|todo|todo|todo|constraint|todo|todo|dependency|constraint,0.654175|0.646053|0.63465|0.606107|0.552133|0.550568|0.504947|0.49356|0.486842|0.473801,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,173
10,wo_decay,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m018|u008_m054|u008_m001|u008_m053|u008_m034|u008_m033|u008_m035|u008_m070|u008_m019,u008_e001|u008_e005|u008_e014|u008_e001|u008_e014|u008_e009|u008_e009|u008_e009|u008_e018|u008_e005,todo|status_update|todo|todo|constraint|todo|dependency|constraint|constraint|fact,0.576605|0.569027|0.562681|0.551399|0.540655|0.540284|0.525613|0.489416|0.462533|0.45116,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8492487728688168,1.0,1.0,,0.0,,0.0,174
10,wo_compatibility,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m053|u008_m002|u008_m049|u008_m070|u008_m033|u008_m054|u008_m041|u008_m035|u008_m001|u008_m042,u008_e014|u008_e001|u008_e013|u008_e018|u008_e009|u008_e014|u008_e011|u008_e009|u008_e001|u008_e011,constraint|todo|preference|constraint|dependency|todo|preference|constraint|todo|profile,0.469568|0.396605|0.394678|0.392801|0.387842|0.382681|0.376782|0.37225|0.371399|0.365381,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,0.6666666666666666,0.47445770143956867,0.0,0.6666666666666666,,0.0,,0.0,144
10,wo_domain,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m053|u008_m050|u008_m033|u008_m049|u008_m035|u008_m070,u008_e001|u008_e014|u008_e009|u008_e001|u008_e014|u008_e013|u008_e009|u008_e013|u008_e009|u008_e018,todo|todo|todo|todo|constraint|status_update|dependency|preference|constraint|constraint,0.493272|0.479347|0.473617|0.468066|0.467235|0.429498|0.420176|0.388345|0.386584|0.373801,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8980517442734133,1.0,1.0,,0.0,,0.0,167
10,wo_penalty,u008,u008_q001,task,task_due,我最近最该先处理哪个视频脚本任务？,u008_m002|u008_m054|u008_m001|u008_m053|u008_m034|u008_m033|u008_m070|u008_m018|u008_m035|u008_m050,u008_e001|u008_e014|u008_e001|u008_e014|u008_e009|u008_e009|u008_e018|u008_e005|u008_e009|u008_e013,todo|todo|todo|constraint|todo|dependency|constraint|status_update|constraint|status_update,0.576605|0.562681|0.551399|0.550568|0.540284|0.486842|0.473801|0.46937|0.45325|0.429498,u008_m002|u008_m001|u008_m034,u008_e001|u008_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,178
5,full_qca,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,91
5,wo_tmt,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m069|u008_m001|u008_m002|u008_m034|u008_m054,u008_e018|u008_e001|u008_e001|u008_e009|u008_e014,todo|todo|todo|todo|todo,0.6188|0.562693|0.551253|0.54944|0.541573,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.5250049893849101,1.0,1.0,0.0,0.0,,1.0,87
5,wo_decay,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m033|u008_m001,u008_e009|u008_e001|u008_e014|u008_e009|u008_e001,todo|todo|todo|dependency|todo,0.483617|0.481805|0.469604|0.46228|0.459918,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,90
5,wo_compatibility,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m053|u008_m049|u008_m070|u008_m045|u008_m033,u008_e014|u008_e013|u008_e018|u008_e012|u008_e009,constraint|preference|constraint|preference|dependency,0.378087|0.367515|0.355468|0.33951|0.324509,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65
5,wo_domain,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m002|u008_m054|u008_m034|u008_m050|u008_m001,u008_e001|u008_e014|u008_e009|u008_e013|u008_e001,todo|todo|todo|status_update|todo,0.448472|0.43627|0.433617|0.429498|0.426585,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,93
5,wo_penalty,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,91
10,full_qca,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053|u008_m070|u008_m069|u008_m050|u008_m033|u008_m025,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014|u008_e018|u008_e018|u008_e013|u008_e009|u008_e007,todo|todo|todo|todo|constraint|constraint|todo|status_update|dependency|todo,0.483617|0.481805|0.469604|0.459918|0.459087|0.436468|0.43245|0.429498|0.423509|0.422753,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.4674901875430098,0.0,1.0,0.0,0.0,,0.0,179
10,wo_tmt,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m069|u008_m001|u008_m002|u008_m034|u008_m054|u008_m005|u008_m009|u008_m025|u008_m058|u008_m053,u008_e018|u008_e001|u008_e001|u008_e009|u008_e014|u008_e002|u008_e003|u008_e007|u008_e015|u008_e014,todo|todo|todo|todo|todo|todo|todo|todo|todo|constraint,0.6188|0.562693|0.551253|0.54944|0.541573|0.510227|0.504947|0.49752|0.472933|0.459087,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.5250049893849101,1.0,1.0,0.0,0.0,,1.0,164
10,wo_decay,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m033|u008_m001|u008_m053|u008_m018|u008_m069|u008_m070|u008_m025,u008_e009|u008_e001|u008_e014|u008_e009|u008_e001|u008_e014|u008_e005|u008_e018|u008_e018|u008_e007,todo|todo|todo|dependency|todo|constraint|status_update|todo|constraint|todo,0.483617|0.481805|0.469604|0.46228|0.459918|0.449173|0.439027|0.43245|0.4252|0.422753,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.46373777600696986,0.0,1.0,0.0,0.0,,0.0,174
10,wo_compatibility,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m053|u008_m049|u008_m070|u008_m045|u008_m033|u008_m057|u008_m050|u008_m059|u008_m035|u008_m034,u008_e014|u008_e013|u008_e018|u008_e012|u008_e009|u008_e015|u008_e013|u008_e015|u008_e009|u008_e009,constraint|preference|constraint|preference|dependency|preference|status_update|preference|constraint|todo,0.378087|0.367515|0.355468|0.33951|0.324509|0.323968|0.312498|0.312425|0.304675|0.303617,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,149
10,wo_domain,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m002|u008_m054|u008_m034|u008_m050|u008_m001|u008_m053|u008_m049|u008_m033|u008_m025|u008_m058,u008_e001|u008_e014|u008_e009|u008_e013|u008_e001|u008_e014|u008_e013|u008_e009|u008_e007|u008_e015,todo|todo|todo|status_update|todo|constraint|preference|dependency|todo|todo,0.448472|0.43627|0.433617|0.429498|0.426585|0.425754|0.377848|0.373509|0.372753|0.343029,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,163
10,wo_penalty,u008,u008_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u008_m034|u008_m002|u008_m054|u008_m001|u008_m053|u008_m070|u008_m069|u008_m050|u008_m033|u008_m025,u008_e009|u008_e001|u008_e014|u008_e001|u008_e014|u008_e018|u008_e018|u008_e013|u008_e009|u008_e007,todo|todo|todo|todo|constraint|constraint|todo|status_update|dependency|todo,0.483617|0.481805|0.469604|0.459918|0.459087|0.436468|0.43245|0.429498|0.423509|0.422753,u008_m002|u008_m069|u008_m026,u008_e001|u008_e018|u008_e007,0.6666666666666666,0.4674901875430098,0.0,1.0,0.0,0.0,,0.0,179
5,full_qca,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002,todo|todo|todo|todo|todo,0.500221|0.474317|0.473389|0.472134|0.461327,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,86
5,wo_tmt,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m005|u008_m038|u008_m054|u008_m006,u008_e015|u008_e002|u008_e010|u008_e014|u008_e002,todo|todo|todo|todo|todo,0.569967|0.568283|0.530415|0.525367|0.522379,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.5497655832101642,0.0,1.0,0.0,0.0,,0.0,86
5,wo_decay,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002,todo|todo|todo|todo|todo,0.500221|0.474317|0.473389|0.472134|0.461327,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,86
5,wo_compatibility,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m057|u008_m037|u008_m053|u008_m059|u008_m039,u008_e015|u008_e010|u008_e014|u008_e015|u008_e010,preference|dependency|constraint|preference|constraint,0.380432|0.349492|0.329876|0.322175|0.318285,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76
5,wo_domain,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m058,u008_e001|u008_e014|u008_e009|u008_e001|u008_e015,todo|todo|todo|todo|todo,0.436843|0.426722|0.423961|0.423273|0.406888,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
5,wo_penalty,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002,todo|todo|todo|todo|todo,0.500221|0.474317|0.473389|0.472134|0.461327,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,86
10,full_qca,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006|u008_m037|u008_m002|u008_m022|u008_m053|u008_m034,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002|u008_e010|u008_e001|u008_e006|u008_e014|u008_e009,todo|todo|todo|todo|todo|dependency|todo|status_update|constraint|todo,0.500221|0.474317|0.473389|0.472134|0.461327|0.448492|0.436843|0.434675|0.428876|0.423961,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,168
10,wo_tmt,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m005|u008_m038|u008_m054|u008_m006|u008_m001|u008_m002|u008_m069|u008_m034|u008_m025,u008_e015|u008_e002|u008_e010|u008_e014|u008_e002|u008_e001|u008_e001|u008_e018|u008_e009|u008_e007,todo|todo|todo|todo|todo|todo|todo|todo|todo|todo,0.569967|0.568283|0.530415|0.525367|0.522379|0.4975|0.487|0.4767|0.4715|0.448933,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.5497655832101642,0.0,1.0,0.0,0.0,,0.0,166
10,wo_decay,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006|u008_m022|u008_m037|u008_m023|u008_m002|u008_m039,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002|u008_e006|u008_e010|u008_e006|u008_e001|u008_e010,todo|todo|todo|todo|todo|status_update|dependency|dependency|todo|constraint,0.500221|0.474317|0.473389|0.472134|0.461327|0.46111|0.457633|0.438981|0.436843|0.425067,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,1.0,0.6052649126437518,0.0,1.0,1.0,0.0,,0.0,154
10,wo_compatibility,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m057|u008_m037|u008_m053|u008_m059|u008_m039|u008_m022|u008_m042|u008_m049|u008_m023|u008_m058,u008_e015|u008_e010|u008_e014|u008_e015|u008_e010|u008_e006|u008_e011|u008_e013|u008_e006|u008_e015,preference|dependency|constraint|preference|constraint|status_update|profile|preference|dependency|todo,0.380432|0.349492|0.329876|0.322175|0.318285|0.313675|0.306164|0.304909|0.299903|0.291221,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.3333333333333333,0.11441962494640397,0.0,0.0,1.0,0.0,,0.0,133
10,wo_domain,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m058|u008_m053|u008_m038|u008_m005|u008_m050|u008_m025,u008_e001|u008_e014|u008_e009|u008_e001|u008_e015|u008_e014|u008_e010|u008_e002|u008_e013|u008_e007,todo|todo|todo|todo|todo|constraint|todo|todo|status_update|todo,0.436843|0.426722|0.423961|0.423273|0.406888|0.38221|0.380984|0.3788|0.377347|0.371601,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.30655727216474327,0.0,1.0,0.0,0.0,,0.0,175
10,wo_penalty,u008,u008_q003,task,task_priority,发布排期接下来应该推进什么？,u008_m058|u008_m038|u008_m054|u008_m005|u008_m006|u008_m037|u008_m002|u008_m022|u008_m053|u008_m034,u008_e015|u008_e010|u008_e014|u008_e002|u008_e002|u008_e010|u008_e001|u008_e006|u008_e014|u008_e009,todo|todo|todo|todo|todo|dependency|todo|status_update|constraint|todo,0.500221|0.474317|0.473389|0.472134|0.461327|0.448492|0.436843|0.434675|0.428876|0.423961,u008_m005|u008_m023|u008_m038,u008_e002|u008_e006|u008_e010,0.6666666666666666,0.4853586793596861,0.0,1.0,0.0,0.0,,0.0,168
5,full_qca,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m002,u008_e002|u008_e002|u008_e003|u008_e009|u008_e001,todo|todo|todo|todo|todo,0.474|0.459298|0.458102|0.447295|0.436843,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,79
5,wo_tmt,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m069|u008_m009|u008_m006|u008_m063,u008_e002|u008_e018|u008_e003|u008_e002|u008_e016,todo|todo|todo|todo|todo,0.57015|0.570033|0.532617|0.52035|0.5114,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,69
5,wo_decay,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m018,u008_e002|u008_e002|u008_e003|u008_e009|u008_e005,todo|todo|todo|todo|status_update,0.474|0.459298|0.458102|0.447295|0.4435,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,79
5,wo_compatibility,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m049|u008_m057|u008_m070|u008_m059|u008_m053,u008_e013|u008_e015|u008_e018|u008_e015|u008_e014,preference|preference|constraint|preference|constraint,0.377826|0.308403|0.302221|0.298842|0.28321,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.0,0.0,0.0,0.0,,0.0,,0.0,76
5,wo_domain,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m053,u008_e001|u008_e014|u008_e009|u008_e001|u008_e014,todo|todo|todo|todo|constraint,0.436843|0.426722|0.423961|0.423273|0.38221,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.16369747519436975,0.0,0.3333333333333333,,0.0,,0.0,91
5,wo_penalty,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m002,u008_e002|u008_e002|u008_e003|u008_e009|u008_e001,todo|todo|todo|todo|todo,0.474|0.459298|0.458102|0.447295|0.436843,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.5701406500739014,1.0,0.3333333333333333,,0.0,,0.0,79
10,full_qca,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m002|u008_m069|u008_m054|u008_m058|u008_m001|u008_m049,u008_e002|u008_e002|u008_e003|u008_e009|u008_e001|u008_e018|u008_e014|u008_e015|u008_e001|u008_e013,todo|todo|todo|todo|todo|todo|todo|todo|todo|preference,0.474|0.459298|0.458102|0.447295|0.436843|0.435448|0.426722|0.423554|0.423273|0.410826,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.6666666666666666,0.6845602750203054,1.0,0.6666666666666666,,0.0,,0.0,151
10,wo_tmt,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m069|u008_m009|u008_m006|u008_m063|u008_m001|u008_m034|u008_m058|u008_m002|u008_m054,u008_e002|u008_e018|u008_e003|u008_e002|u008_e016|u008_e001|u008_e009|u008_e015|u008_e001|u008_e014,todo|todo|todo|todo|todo|todo|todo|todo|todo|todo,0.57015|0.570033|0.532617|0.52035|0.5114|0.4975|0.494833|0.4933|0.487|0.4787,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.6666666666666666,0.7055327815530771,1.0,0.6666666666666666,,0.0,,0.0,156
10,wo_decay,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m018|u008_m002|u008_m069|u008_m054|u008_m058|u008_m001,u008_e002|u008_e002|u008_e003|u008_e009|u008_e005|u008_e001|u008_e018|u008_e014|u008_e015|u008_e001,todo|todo|todo|todo|status_update|todo|todo|todo|todo|todo,0.474|0.459298|0.458102|0.447295|0.4435|0.436843|0.435448|0.426722|0.423554|0.423273,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.6666666666666666,0.6800123887341547,1.0,0.6666666666666666,,0.0,,0.0,161
10,wo_compatibility,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m049|u008_m057|u008_m070|u008_m059|u008_m053|u008_m061|u008_m041|u008_m005|u008_m062|u008_m045,u008_e013|u008_e015|u008_e018|u008_e015|u008_e014|u008_e016|u008_e011|u008_e002|u008_e016|u008_e012,preference|preference|constraint|preference|constraint|fact|preference|todo|constraint|preference,0.377826|0.308403|0.302221|0.298842|0.28321|0.265519|0.265267|0.265|0.264111|0.263958,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.17985934992609856,0.0,0.3333333333333333,,0.0,,0.0,129
10,wo_domain,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m002|u008_m054|u008_m034|u008_m001|u008_m053|u008_m050|u008_m025|u008_m058|u008_m069|u008_m009,u008_e001|u008_e014|u008_e009|u008_e001|u008_e014|u008_e013|u008_e007|u008_e015|u008_e018|u008_e003,todo|todo|todo|todo|constraint|status_update|todo|todo|todo|todo,0.436843|0.426722|0.423961|0.423273|0.38221|0.377347|0.371601|0.353554|0.342114|0.341435,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.3333333333333333,0.16369747519436975,0.0,0.3333333333333333,,0.0,,0.0,169
10,wo_penalty,u008,u008_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,u008_m005|u008_m006|u008_m009|u008_m034|u008_m002|u008_m069|u008_m054|u008_m058|u008_m001|u008_m049,u008_e002|u008_e002|u008_e003|u008_e009|u008_e001|u008_e018|u008_e014|u008_e015|u008_e001|u008_e013,todo|todo|todo|todo|todo|todo|todo|todo|todo|preference,0.474|0.459298|0.458102|0.447295|0.436843|0.435448|0.426722|0.423554|0.423273|0.410826,u008_m005|u008_m001|u008_m013,u008_e002|u008_e001|u008_e004,0.6666666666666666,0.6845602750203054,1.0,0.6666666666666666,,0.0,,0.0,151
5,full_qca,u008,u008_q005,task,task_status,视频脚本还有什么没完成？,u008_m018|u008_m002|u008_m001|u008_m054|u008_m034,u008_e005|u008_e001|u008_e001|u008_e014|u008_e009,status_update|todo|todo|todo|todo,0.624208|0.583483|0.581498|0.57402|0.564928,u008_m018|u008_m002|u008_m065,u008_e005|u008_e001|u008_e017,0.6666666666666666,0.9072836011519267,1.0,0.5,1.0,,,,88
5,wo_tmt,u008,u008_q005,task,task_status,视频脚本还有什么没完成？,u008_m018|u008_m001|u008_m002|u008_m054|u008_m034,u008_e005|u008_e001|u008_e001|u008_e014|u008_e009,status_update|todo|todo|todo|todo,0.624208|0.597486|0.594286|0.585215|0.575167,u008_m018|u008_m002|u008_m065,u008_e005|u008_e001|u008_e017,0.6666666666666666,0.8344475896326595,1.0,0.5,1.0,,,,88
5,wo_decay,u008,u008_q005,task,task_status,视频脚本还有什么没完成？,u008_m018|u008_m002|u008_m001|u008_m054|u008_m034,u008_e005|u008_e001|u008_e001|u008_e014|u008_e009,status_update|todo|todo|todo|todo,0.6685|0.583483|0.581498|0.57402|0.564928,u008_m018|u008_m002|u008_m065,u008_e005|u008_e001|u008_e017,0.6666666666666666,0.9072836011519267,1.0,0.5,1.0,,,,88
5,wo_compatibility,u008,u008_q005,task,task_status,视频脚本还有什么没完成？,u008_m053|u008_m002|u008_m018|u008_m001|u008_m054,u008_e014|u008_e001|u008_e005|u008_e001|u008_e014,constraint|todo|status_update|todo|todo,0.354442|0.345483|0.344208|0.343498|0.33602,u008_m018|u008_m002|u008_m065,u008_e005|u008_e001|u008_e017,0.6666666666666666,0.6291344046077069,0.0,0.5,1.0,,,,88
