top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,wrong_domain_intrusion_rate,stale_memory_intrusion_rate,completed_task_intrusion_rate,far_deadline_before_near_rate,deadline_ranking_accuracy,memory_token_cost
10,wo_compatibility,v3u024,v3u024_q001,task,task_due,tmt_deadline_order,"For dashboard_metric_audit_24, which active deadline task should be handled first?",v3u024_m0001|v3u024_m0004|v3u024_m0003|v3u024_m0016|v3u024_m0015|v3u024_m0006|v3u024_m0005|v3u024_m0018|v3u024_m0002|v3u024_m0017,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003,todo|dependency|todo|status_update|status_update|fact|constraint|constraint|todo|fact,0.53545|0.526304|0.51096|0.503692|0.489987|0.489592|0.487825|0.486606|0.4752|0.474879,v3u024_m0001|v3u024_m0004,v3u024_e001,1,1,1,1,1,0,,0,,0,0,1,244
10,wo_domain,v3u024,v3u024_q001,task,task_due,tmt_deadline_order,"For dashboard_metric_audit_24, which active deadline task should be handled first?",v3u024_m0009|v3u024_m0002|v3u024_m0004|v3u024_m0016|v3u024_m0010|v3u024_m0015|v3u024_m0012|v3u024_m0011|v3u024_m0007|v3u024_m0028,v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e002|v3u024_e002|v3u024_e006,status_update|todo|dependency|status_update|constraint|status_update|fact|fact|todo|status_update,0.560671|0.5552|0.525304|0.520692|0.520537|0.506987|0.4936|0.482556|0.482042|0.472434,v3u024_m0001|v3u024_m0004,v3u024_e001,0.5,0.23463936301137822,0,0,1,0,,0.5,,0,0,0,235
10,wo_penalty,v3u024,v3u024_q001,task,task_due,tmt_deadline_order,"For dashboard_metric_audit_24, which active deadline task should be handled first?",v3u024_m0001|v3u024_m0003|v3u024_m0007|v3u024_m0002|v3u024_m0004|v3u024_m0016|v3u024_m0015|v3u024_m0008|v3u024_m0028|v3u024_m0005,v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e003|v3u024_e002|v3u024_e006|v3u024_e001,todo|todo|todo|todo|dependency|status_update|status_update|todo|status_update|constraint,0.71545|0.69096|0.662042|0.6552|0.625304|0.620692|0.606987|0.6051|0.572434|0.568825,v3u024_m0001|v3u024_m0004,v3u024_e001,1,0.8854598815714874,1,1,1,0,,0.2,,0,0,1,250
5,full_qca,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0002|v3u024_m0004|v3u024_m0016,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003,todo|todo|todo|dependency|status_update,0.74545|0.72096|0.659867|0.608833|0.606692,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9725044904464192,1,1,,0,,0,,0,0,1,122
5,wo_tmt,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0003|v3u024_m0007|v3u024_m0002|v3u024_m0008|v3u024_m0004,v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e002|v3u024_e001,todo|todo|todo|todo|dependency,0.8088|0.6681|0.652667|0.630933|0.608833,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,0.6666666666666666,0.42000399150792816,1,0.6666666666666666,,0,,0.4,,0,1,0,114
5,wo_decay,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0002|v3u024_m0033|v3u024_m0015,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e007|v3u024_e003,todo|todo|todo|dependency|status_update,0.74545|0.72096|0.659867|0.6133|0.605974,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9725044904464192,1,1,,0,,0,,0,0,1,112
5,wo_compatibility,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0004|v3u024_m0017|v3u024_m0006,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001,todo|todo|dependency|fact|fact,0.56545|0.54096|0.509833|0.494817|0.490758,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,0.6666666666666666,0.7625024946924551,1,0.6666666666666666,,0,,0,,0,0,1,111
5,wo_domain,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0009|v3u024_m0002|v3u024_m0010|v3u024_m0004|v3u024_m0016,v3u024_e002|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e003,status_update|todo|constraint|dependency|status_update,0.5617|0.559867|0.521356|0.508833|0.506692,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,0.3333333333333333,0.26499301486112564,0,0.3333333333333333,,0,,0.4,,0,0,0,119
5,wo_penalty,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0007|v3u024_m0002|v3u024_m0004,v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e001,todo|todo|todo|todo|dependency,0.74545|0.72096|0.66513|0.659867|0.608833,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9433883681321761,1,1,,0,,0.2,,0,0,1,117
10,full_qca,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0002|v3u024_m0004|v3u024_m0016|v3u024_m0015|v3u024_m0005|v3u024_m0009|v3u024_m0018|v3u024_m0017,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e003,todo|todo|todo|dependency|status_update|status_update|constraint|status_update|constraint|fact,0.74545|0.72096|0.659867|0.608833|0.606692|0.580979|0.569492|0.5617|0.553606|0.539817,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9725044904464192,1,1,,0,,0.1,,0,0,1,249
10,wo_tmt,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0003|v3u024_m0007|v3u024_m0002|v3u024_m0008|v3u024_m0004|v3u024_m0016|v3u024_m0001|v3u024_m0015|v3u024_m0005|v3u024_m0009,v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002,todo|todo|todo|todo|dependency|status_update|todo|status_update|constraint|status_update,0.8088|0.6681|0.652667|0.630933|0.608833|0.606692|0.586|0.580979|0.569492|0.5617,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.6300059872618923,1,1,,0,,0.3,,0,1,0,243
10,wo_decay,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0002|v3u024_m0033|v3u024_m0015|v3u024_m0034|v3u024_m0032|v3u024_m0017|v3u024_m0018|v3u024_m0035,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e007|v3u024_e003|v3u024_e007|v3u024_e007|v3u024_e003|v3u024_e003|v3u024_e007,todo|todo|todo|dependency|status_update|constraint|fact|fact|constraint|fact,0.74545|0.72096|0.659867|0.6133|0.605974|0.593141|0.585471|0.550412|0.5498|0.532467,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9725044904464192,1,1,,0,,0,,0,0,1,225
10,wo_compatibility,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0004|v3u024_m0017|v3u024_m0006|v3u024_m0016|v3u024_m0005|v3u024_m0002|v3u024_m0018|v3u024_m0015,v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e003,todo|todo|dependency|fact|fact|status_update|constraint|todo|constraint|status_update,0.56545|0.54096|0.509833|0.494817|0.490758|0.489692|0.488492|0.479867|0.472606|0.463979,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.894999002123018,1,1,,0,,0,,0,0,1,244
10,wo_domain,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0009|v3u024_m0002|v3u024_m0010|v3u024_m0004|v3u024_m0016|v3u024_m0007|v3u024_m0011|v3u024_m0015|v3u024_m0012|v3u024_m0005,v3u024_e002|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001,status_update|todo|constraint|dependency|status_update|todo|fact|status_update|fact|constraint,0.5617|0.559867|0.521356|0.508833|0.506692|0.48513|0.483471|0.480979|0.4761|0.469492,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,0.3333333333333333,0.26499301486112564,0,0.3333333333333333,,0,,0.5,,0,0,0,239
10,wo_penalty,v3u024,v3u024_q002,task,task_due,tmt_far_distractor,"Rank active dashboard_metric_audit_24 todos by deadline, near before far.",v3u024_m0001|v3u024_m0003|v3u024_m0007|v3u024_m0002|v3u024_m0004|v3u024_m0008|v3u024_m0016|v3u024_m0015|v3u024_m0005|v3u024_m0009,v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e002,todo|todo|todo|todo|dependency|todo|status_update|status_update|constraint|status_update,0.74545|0.72096|0.66513|0.659867|0.608833|0.607433|0.606692|0.580979|0.569492|0.5617,v3u024_m0001|v3u024_m0002|v3u024_m0003,v3u024_e001,1,0.9433883681321761,1,1,,0,,0.3,,0,0,1,243
5,full_qca,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0016|v3u024_m0009|v3u024_m0002,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e001,todo|todo|status_update|status_update|todo,0.678391|0.653901|0.639358|0.630354|0.618141,v3u024_m0001|v3u024_m0002,v3u024_e001,1,0.8854598815714874,1,1,,0,,0.2,,0,0,1,116
5,wo_tmt,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0003|v3u024_m0007|v3u024_m0016|v3u024_m0008|v3u024_m0009,v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e002,todo|todo|status_update|todo|status_update,0.741741|0.648541|0.639358|0.630933|0.630354,v3u024_m0001|v3u024_m0002,v3u024_e001,0,0,0,0,,0,,0.6,,0,1,0,113
5,wo_decay,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0015|v3u024_m0002|v3u024_m0033,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e007,todo|todo|status_update|todo|dependency,0.678391|0.653901|0.619255|0.618141|0.6133,v3u024_m0001|v3u024_m0002,v3u024_e001,1,0.9060254355346823,1,1,,0,,0,,0,0,1,112
5,wo_compatibility,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0016|v3u024_m0009|v3u024_m0006|v3u024_m0004|v3u024_m0005,v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e001,status_update|status_update|fact|dependency|constraint,0.522358|0.513354|0.512092|0.509833|0.503965,v3u024_m0001|v3u024_m0002,v3u024_e001,0,0,0,0,,0,,0.2,,0,0,0,122
5,wo_domain,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0009|v3u024_m0016|v3u024_m0010|v3u024_m0002|v3u024_m0004,v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001,status_update|status_update|constraint|todo|dependency,0.630354|0.539358|0.538741|0.518141|0.508833,v3u024_m0001|v3u024_m0002,v3u024_e001,0.5,0.20210734650054757,0,0.5,,0,,0.4,,0,0,0,119
5,wo_penalty,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0007|v3u024_m0016|v3u024_m0009,v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e002,todo|todo|todo|status_update|status_update,0.678391|0.653901|0.645571|0.639358|0.630354,v3u024_m0001|v3u024_m0002,v3u024_e001,0.5,0.7039180890341347,1,0.5,,0,,0.4,,0,0,1,116
10,full_qca,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0016|v3u024_m0009|v3u024_m0002|v3u024_m0004|v3u024_m0015|v3u024_m0005|v3u024_m0006|v3u024_m0028,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e006,todo|todo|status_update|status_update|todo|dependency|status_update|constraint|fact|status_update,0.678391|0.653901|0.639358|0.630354|0.618141|0.608833|0.59426|0.584965|0.557092|0.555964,v3u024_m0001|v3u024_m0002,v3u024_e001,1,0.8854598815714874,1,1,,0,,0.1,,0,0,1,243
10,wo_tmt,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0003|v3u024_m0007|v3u024_m0016|v3u024_m0008|v3u024_m0009|v3u024_m0002|v3u024_m0004|v3u024_m0015|v3u024_m0005|v3u024_m0006,v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001,todo|todo|status_update|todo|status_update|todo|dependency|status_update|constraint|fact,0.741741|0.648541|0.639358|0.630933|0.630354|0.610941|0.608833|0.59426|0.584965|0.557092,v3u024_m0001|v3u024_m0002,v3u024_e001,0.5,0.16716045496620227,0,0.5,,0,,0.3,,0,1,0,235
10,wo_decay,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0015|v3u024_m0002|v3u024_m0033|v3u024_m0034|v3u024_m0032|v3u024_m0009|v3u024_m0018|v3u024_m0035,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e007|v3u024_e007|v3u024_e007|v3u024_e002|v3u024_e003|v3u024_e007,todo|todo|status_update|todo|dependency|constraint|fact|status_update|constraint|fact,0.678391|0.653901|0.619255|0.618141|0.6133|0.6127|0.604|0.594354|0.5498|0.532467,v3u024_m0001|v3u024_m0002,v3u024_e001,1,0.9060254355346823,1,1,,0,,0.1,,0,0,1,221
10,wo_compatibility,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0016|v3u024_m0009|v3u024_m0006|v3u024_m0004|v3u024_m0005|v3u024_m0001|v3u024_m0015|v3u024_m0003|v3u024_m0018|v3u024_m0017,v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e003,status_update|status_update|fact|dependency|constraint|todo|status_update|todo|constraint|fact,0.522358|0.513354|0.512092|0.509833|0.503965|0.498391|0.47726|0.473901|0.472606|0.460142,v3u024_m0001|v3u024_m0002,v3u024_e001,0.5,0.2507406824493034,0,0.5,,0,,0.1,,0,0,1,241
10,wo_domain,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0009|v3u024_m0016|v3u024_m0010|v3u024_m0002|v3u024_m0004|v3u024_m0012|v3u024_m0015|v3u024_m0005|v3u024_m0011|v3u024_m0007,v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e002,status_update|status_update|constraint|todo|dependency|fact|status_update|constraint|fact|todo,0.630354|0.539358|0.538741|0.518141|0.508833|0.495933|0.49426|0.484965|0.483471|0.465571,v3u024_m0001|v3u024_m0002,v3u024_e001,0.5,0.20210734650054757,0,0.5,,0,,0.5,,0,0,0,239
10,wo_penalty,v3u024,v3u024_q003,task,task_due,domain_wrong_urgent,"What is due for dashboard_metric_audit_24, ignoring urgent travel_booking_plan_24 items?",v3u024_m0001|v3u024_m0003|v3u024_m0007|v3u024_m0016|v3u024_m0009|v3u024_m0002|v3u024_m0004|v3u024_m0008|v3u024_m0015|v3u024_m0005,v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e001|v3u024_e002|v3u024_e003|v3u024_e001,todo|todo|todo|status_update|status_update|todo|dependency|todo|status_update|constraint,0.678391|0.653901|0.645571|0.639358|0.630354|0.618141|0.608833|0.607433|0.59426|0.584965,v3u024_m0001|v3u024_m0002,v3u024_e001,1,0.8710785440003369,1,1,,0,,0.3,,0,0,1,243
5,full_qca,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0016|v3u024_m0003|v3u024_m0004|v3u024_m0015,v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003,todo|status_update|todo|dependency|status_update,0.682783|0.645192|0.63846|0.613225|0.613016,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,1,1,1,1,0,,0,,0,0,1,124
5,wo_tmt,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0003|v3u024_m0016|v3u024_m0007|v3u024_m0004|v3u024_m0015,v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e003,todo|status_update|todo|dependency|status_update,0.7263|0.645192|0.6331|0.613225|0.613016,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.2960819109658652,0,0,1,0,,0.2,,0,1,0,124
5,wo_decay,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0003|v3u024_m0015|v3u024_m0033|v3u024_m0032,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e007|v3u024_e007,todo|todo|status_update|dependency|fact,0.682783|0.63846|0.638011|0.6158|0.609,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.7039180890341347,1,1,0,0,,0,,0,0,1,111
5,wo_compatibility,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0016|v3u024_m0018|v3u024_m0004|v3u024_m0001|v3u024_m0015,v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003,status_update|constraint|dependency|todo|status_update,0.528192|0.514606|0.514225|0.502783|0.496016,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,0.7724397457735779,1,1,1,0,,0,,0,0,1,126
5,wo_domain,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0009|v3u024_m0016|v3u024_m0010|v3u024_m0004|v3u024_m0015,v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e003,status_update|status_update|constraint|dependency|status_update,0.5642|0.545192|0.5233|0.513225|0.513016,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.2960819109658652,0,0,1,0,,0.4,,0,0,0,121
5,wo_penalty,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0016|v3u024_m0003|v3u024_m0007|v3u024_m0004,v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e001,todo|status_update|todo|todo|dependency,0.682783|0.645192|0.63846|0.63013|0.613225,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,1,1,1,1,0,,0.2,,0,0,1,122
10,full_qca,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0016|v3u024_m0003|v3u024_m0004|v3u024_m0015|v3u024_m0002|v3u024_m0018|v3u024_m0005|v3u024_m0009|v3u024_m0028,v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e006,todo|status_update|todo|dependency|status_update|todo|constraint|constraint|status_update|status_update,0.682783|0.645192|0.63846|0.613225|0.613016|0.6027|0.595606|0.571047|0.5642|0.560356,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,1,1,1,1,0,,0.1,,0,0,1,253
10,wo_tmt,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0003|v3u024_m0016|v3u024_m0007|v3u024_m0004|v3u024_m0015|v3u024_m0018|v3u024_m0002|v3u024_m0008|v3u024_m0005|v3u024_m0009,v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e002,todo|status_update|todo|dependency|status_update|constraint|todo|todo|constraint|status_update,0.7263|0.645192|0.6331|0.613225|0.613016|0.595606|0.5955|0.5936|0.571047|0.5642,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.2960819109658652,0,0,1,0,,0.3,,0,1,0,245
10,wo_decay,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0003|v3u024_m0015|v3u024_m0033|v3u024_m0032|v3u024_m0002|v3u024_m0018|v3u024_m0034|v3u024_m0035|v3u024_m0009,v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e007|v3u024_e007|v3u024_e001|v3u024_e003|v3u024_e007|v3u024_e007|v3u024_e002,todo|todo|status_update|dependency|fact|todo|constraint|constraint|fact|status_update,0.682783|0.63846|0.638011|0.6158|0.609|0.6027|0.5918|0.5777|0.560467|0.5282,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.7039180890341347,1,1,0,0,,0.1,,0,0,1,221
10,wo_compatibility,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0016|v3u024_m0018|v3u024_m0004|v3u024_m0001|v3u024_m0015|v3u024_m0006|v3u024_m0005|v3u024_m0017|v3u024_m0003|v3u024_m0009,v3u024_e003|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002,status_update|constraint|dependency|todo|status_update|fact|constraint|fact|todo|status_update,0.528192|0.514606|0.514225|0.502783|0.496016|0.49363|0.490047|0.461876|0.45846|0.4472,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,0.7724397457735779,1,1,1,0,,0.1,,0,0,1,241
10,wo_domain,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0009|v3u024_m0016|v3u024_m0010|v3u024_m0004|v3u024_m0015|v3u024_m0002|v3u024_m0018|v3u024_m0011|v3u024_m0005|v3u024_m0028,v3u024_e002|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e002|v3u024_e001|v3u024_e006,status_update|status_update|constraint|dependency|status_update|todo|constraint|fact|constraint|status_update,0.5642|0.545192|0.5233|0.513225|0.513016|0.5027|0.495606|0.485667|0.471047|0.460356,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,0.5,0.2960819109658652,0,0,1,0,,0.3,,0,0,0,252
10,wo_penalty,v3u024,v3u024_q004,task,task_due,penalty_completed_task,What open dashboard_metric_audit_24 evidence_table work remains unfinished?,v3u024_m0001|v3u024_m0016|v3u024_m0003|v3u024_m0007|v3u024_m0004|v3u024_m0015|v3u024_m0002|v3u024_m0018|v3u024_m0005|v3u024_m0008,v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e003|v3u024_e001|v3u024_e002,todo|status_update|todo|todo|dependency|status_update|todo|constraint|constraint|todo,0.682783|0.645192|0.63846|0.63013|0.613225|0.613016|0.6027|0.595606|0.571047|0.5701,v3u024_m0001|v3u024_m0016,v3u024_e001|v3u024_e003,1,1,1,1,1,0,,0.2,,0,0,1,247
5,full_qca,v3u024,v3u024_q005,chat,chat_preference,decay_current_preference,What is the user's current analysis_summary_style_24 preference?,v3u024_m0019|v3u024_m0020|v3u024_m0038|v3u024_m0043|v3u024_m0048,v3u024_e004|v3u024_e004|v3u024_e008|v3u024_e009|v3u024_e010,preference|habit|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719,v3u024_m0019|v3u024_m0020,v3u024_e004,1,1,1,,1,,0,,0,,,,126
5,wo_tmt,v3u024,v3u024_q005,chat,chat_preference,decay_current_preference,What is the user's current analysis_summary_style_24 preference?,v3u024_m0019|v3u024_m0020|v3u024_m0038|v3u024_m0043|v3u024_m0048,v3u024_e004|v3u024_e004|v3u024_e008|v3u024_e009|v3u024_e010,preference|habit|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719,v3u024_m0019|v3u024_m0020,v3u024_e004,1,1,1,,1,,0,,0,,,,126
5,wo_decay,v3u024,v3u024_q005,chat,chat_preference,decay_current_preference,What is the user's current analysis_summary_style_24 preference?,v3u024_m0038|v3u024_m0043|v3u024_m0048|v3u024_m0053|v3u024_m0058,v3u024_e008|v3u024_e009|v3u024_e010|v3u024_e011|v3u024_e012,preference|preference|preference|preference|preference,0.635257|0.635257|0.635257|0.635257|0.635257,v3u024_m0019|v3u024_m0020,v3u024_e004,0,0,0,,0,,0,,0.4,,,,122
